test_result,valid_results,valid_losses,train_losses
0.5607578932902877,"[0.3602, 0.351, 0.3712, 0.4014, 0.4529, 0.4883, 0.5056, 0.5194, 0.529, 0.5406, 0.5475, 0.5546, 0.5596, 0.5652, 0.5695, 0.5728, 0.575, 0.5792, 0.582, 0.5833, 0.5824, 0.5856, 0.5856, 0.5869, 0.5873, 0.5902, 0.5896, 0.5899, 0.5936, 0.5927, 0.5918, 0.5936, 0.5932, 0.594, 0.5938, 0.5951, 0.5954, 0.5967, 0.5957, 0.5937, 0.5969, 0.5959, 0.5964, 0.5951, 0.5968, 0.5965, 0.5955, 0.596, 0.597, 0.5949]","[0.6553, 0.548, 0.4825, 0.4223, 0.3151, 0.2252, 0.1669, 0.1284, 0.1136, 0.0984, 0.0972, 0.0722, 0.0625, 0.0621, 0.0558, 0.0509, 0.0451, 0.0437, 0.0379, 0.0435, 0.0363, 0.0351, 0.0332, 0.0311, 0.0323, 0.0243, 0.0291, 0.0303, 0.0253, 0.0248, 0.0214, 0.0262, 0.0236, 0.024, 0.0227, 0.0215, 0.0184, 0.019, 0.0191, 0.0201, 0.017, 0.018, 0.0159, 0.0181, 0.0173, 0.0228, 0.0171, 0.0161, 0.0187, 0.0184]","[1.5283, 0.6749, 0.5836, 0.5221, 0.4337, 0.3262, 0.2538, 0.2095, 0.176, 0.154, 0.1351, 0.1186, 0.1045, 0.0943, 0.0847, 0.0764, 0.07, 0.064, 0.0598, 0.0547, 0.0513, 0.0478, 0.045, 0.0422, 0.0402, 0.0386, 0.0364, 0.0351, 0.0332, 0.0321, 0.0303, 0.029, 0.0295, 0.0276, 0.0266, 0.0257, 0.0248, 0.0245, 0.0238, 0.0232, 0.0229, 0.0218, 0.0219, 0.0219, 0.0213, 0.0206, 0.0204, 0.0198, 0.0195, 0.019]"
