test_result,valid_results,valid_losses,train_losses
0.552494815346749,"[0.439, 0.4924, 0.5216, 0.5427, 0.5486, 0.5567, 0.564, 0.567, 0.5695, 0.5753, 0.5768, 0.5786, 0.5797, 0.5789, 0.5826, 0.5814, 0.5845, 0.5847, 0.5816, 0.5826, 0.5855, 0.5845, 0.5813, 0.5838, 0.5831, 0.5838, 0.5851, 0.5845, 0.5833, 0.5846]","[0.3511, 0.195, 0.1453, 0.1093, 0.0955, 0.0582, 0.0468, 0.0669, 0.0354, 0.0443, 0.0296, 0.045, 0.0288, 0.0298, 0.0238, 0.0271, 0.0191, 0.0239, 0.0175, 0.0218, 0.0129, 0.015, 0.0136, 0.0165, 0.0141, 0.0116, 0.018, 0.0115, 0.0148, 0.0148]","[0.6649, 0.3515, 0.2308, 0.1642, 0.1285, 0.101, 0.0837, 0.07, 0.0624, 0.0532, 0.0473, 0.0425, 0.0377, 0.0346, 0.0324, 0.0292, 0.0271, 0.0254, 0.0239, 0.0224, 0.0209, 0.0204, 0.019, 0.0185, 0.0178, 0.0165, 0.0164, 0.0155, 0.015, 0.0149]"
