test_result,valid_results,valid_losses,train_losses
0.5654526487317827,"[0.4653, 0.5003, 0.522, 0.5354, 0.547, 0.5581, 0.5634, 0.5666, 0.5706, 0.5763, 0.5778, 0.5807, 0.5815, 0.5814, 0.5859, 0.5849, 0.5867, 0.5889, 0.5916, 0.5919, 0.5925, 0.593, 0.594, 0.5952, 0.5952, 0.5965, 0.6005, 0.5962, 0.5997, 0.5981]","[0.2925, 0.1902, 0.1475, 0.147, 0.1118, 0.1013, 0.1052, 0.0761, 0.0758, 0.0716, 0.0593, 0.0637, 0.0555, 0.0465, 0.0489, 0.0508, 0.0539, 0.045, 0.0351, 0.0445, 0.0539, 0.0443, 0.0408, 0.0362, 0.0345, 0.0362, 0.031, 0.0358, 0.0383, 0.0259]","[0.8127, 0.3397, 0.2674, 0.2223, 0.1934, 0.1671, 0.1497, 0.1353, 0.1228, 0.1107, 0.1028, 0.0935, 0.0892, 0.0823, 0.0786, 0.0736, 0.0684, 0.0636, 0.0618, 0.0583, 0.0558, 0.0521, 0.0497, 0.0475, 0.0463, 0.0439, 0.0424, 0.0409, 0.0394, 0.038]"
