test_result,valid_results,valid_losses,train_losses
0.5599112700343227,"[0.3679, 0.3607, 0.3765, 0.4058, 0.4544, 0.4872, 0.5053, 0.5181, 0.5265, 0.5369, 0.5443, 0.5521, 0.5573, 0.563, 0.5662, 0.5715, 0.574, 0.5766, 0.578, 0.5832, 0.5836, 0.5844, 0.5862, 0.5861, 0.5905, 0.5907, 0.59, 0.5944, 0.5915, 0.5934]","[0.6478, 0.5666, 0.5015, 0.429, 0.3168, 0.2403, 0.1903, 0.1404, 0.1241, 0.1013, 0.1011, 0.0819, 0.0824, 0.0748, 0.0723, 0.0564, 0.0618, 0.0485, 0.065, 0.0487, 0.0443, 0.0336, 0.0469, 0.0393, 0.0406, 0.0377, 0.0396, 0.03, 0.0316, 0.0364]","[1.5835, 0.6503, 0.585, 0.5355, 0.4487, 0.3497, 0.2793, 0.2338, 0.2033, 0.1791, 0.1597, 0.1411, 0.1302, 0.1168, 0.1056, 0.0976, 0.0883, 0.0819, 0.0765, 0.0713, 0.0665, 0.0619, 0.0583, 0.0556, 0.0523, 0.051, 0.0482, 0.0454, 0.0441, 0.0425]"
